datetime,wattage,sunlight
08/01/2016 00:00:00,1.348,2
08/01/2016 01:00:00,1.527,2
08/01/2016 02:00:00,1.555,2
08/01/2016 03:00:00,1.541,2
08/01/2016 04:00:00,1.542,116
08/01/2016 05:00:00,2.71,2
08/01/2016 06:00:00,2.413,2
08/01/2016 07:00:00,2.118,670
08/01/2016 08:00:00,2.782,16
08/01/2016 09:00:00,2.706,106
08/01/2016 10:00:00,2.885,563
08/01/2016 11:00:00,3.517,683
08/01/2016 12:00:00,3.725,732
08/01/2016 13:00:00,4.355,354
08/01/2016 14:00:00,3.7,453
08/01/2016 15:00:00,3.561,79
08/01/2016 16:00:00,2.984,197
08/01/2016 17:00:00,2.272,578
08/01/2016 18:00:00,1.524,253
08/01/2016 19:00:00,1.926,58
08/01/2016 20:00:00,2.032,626
08/01/2016 21:00:00,1.933,2
08/01/2016 22:00:00,2.863,2
08/01/2016 23:00:00,1.491,2
08/02/2016 00:00:00,1.053,2
08/02/2016 01:00:00,1.259,2
08/02/2016 02:00:00,1.235,116
08/02/2016 03:00:00,1.238,2
08/02/2016 04:00:00,0.951,116
08/02/2016 05:00:00,2.616,2
08/02/2016 06:00:00,1.365,2
08/02/2016 07:00:00,1.565,337
08/02/2016 08:00:00,2.765,834
08/02/2016 09:00:00,3.452,123
08/02/2016 10:00:00,3.812,224
08/02/2016 11:00:00,3.845,547
08/02/2016 12:00:00,4.111,873
08/02/2016 13:00:00,3.391,884
08/02/2016 14:00:00,4.026,807
08/02/2016 15:00:00,3.924,725
08/02/2016 16:00:00,3.371,255
08/02/2016 17:00:00,2.848,121
08/02/2016 18:00:00,2.066,452
08/02/2016 19:00:00,1.975,275
08/02/2016 20:00:00,1.724,194
08/02/2016 21:00:00,1.766,116
08/02/2016 22:00:00,2.495,2
08/02/2016 23:00:00,1.737,116
08/03/2016 00:00:00,1.465,116
08/03/2016 01:00:00,1.623,2
08/03/2016 02:00:00,1.548,116
08/03/2016 03:00:00,1.526,116
08/03/2016 04:00:00,1.543,2
08/03/2016 05:00:00,2.67,116
08/03/2016 06:00:00,1.825,116
08/03/2016 07:00:00,2.019,227
08/03/2016 08:00:00,3.938,471
08/03/2016 09:00:00,4.189,148
08/03/2016 10:00:00,4.078,514
08/03/2016 11:00:00,4.421,634
08/03/2016 12:00:00,3.724,771
08/03/2016 13:00:00,4.414,690
08/03/2016 14:00:00,4.594,928
08/03/2016 15:00:00,3.989,767
08/03/2016 16:00:00,3.996,865
08/03/2016 17:00:00,2.88,592
08/03/2016 18:00:00,1.905,9
08/03/2016 19:00:00,1.98,201
08/03/2016 20:00:00,2.07,117
08/03/2016 21:00:00,2.77,116
08/03/2016 22:00:00,1.949,2
08/03/2016 23:00:00,1.536,116
08/04/2016 00:00:00,1.346,116
08/04/2016 01:00:00,1.533,2
08/04/2016 02:00:00,1.55,2
08/04/2016 03:00:00,1.542,2
08/04/2016 04:00:00,1.542,2
08/04/2016 05:00:00,2.623,2
08/04/2016 06:00:00,2.362,2
08/04/2016 07:00:00,2.057,227
08/04/2016 08:00:00,2.858,282
08/04/2016 09:00:00,3.885,915
08/04/2016 10:00:00,4.571,113
08/04/2016 11:00:00,4.035,401
08/04/2016 12:00:00,4.227,229
08/04/2016 13:00:00,3.489,51
08/04/2016 14:00:00,3.425,323
08/04/2016 15:00:00,3.492,397
08/04/2016 16:00:00,2.917,465
08/04/2016 17:00:00,2.334,502
08/04/2016 18:00:00,1.615,144
08/04/2016 19:00:00,1.947,33
08/04/2016 20:00:00,1.959,50
08/04/2016 21:00:00,2.296,2
08/04/2016 22:00:00,2.436,2
08/04/2016 23:00:00,1.768,2
08/05/2016 00:00:00,1.183,2
08/05/2016 01:00:00,1.357,2
08/05/2016 02:00:00,1.381,2
08/05/2016 03:00:00,1.39,2
08/05/2016 04:00:00,1.369,2
08/05/2016 05:00:00,1.362,2
08/05/2016 06:00:00,1.373,116
08/05/2016 07:00:00,2.32,448
08/05/2016 08:00:00,3.124,548
08/05/2016 09:00:00,4.099,15
08/05/2016 10:00:00,3.346,154
08/05/2016 11:00:00,3.219,120
08/05/2016 12:00:00,2.744,531
08/05/2016 13:00:00,2.889,507
08/05/2016 14:00:00,2.949,920
08/05/2016 15:00:00,2.772,933
08/05/2016 16:00:00,2.983,788
08/05/2016 17:00:00,1.839,514
08/05/2016 18:00:00,1.419,416
08/05/2016 19:00:00,1.609,537
08/05/2016 20:00:00,1.482,16
08/05/2016 21:00:00,1.379,1
08/05/2016 22:00:00,1.359,2
08/05/2016 23:00:00,1.379,2
08/06/2016 00:00:00,1.181,116
08/06/2016 01:00:00,1.386,2
08/06/2016 02:00:00,1.299,2
08/06/2016 03:00:00,0.945,2
08/06/2016 04:00:00,0.948,2
08/06/2016 05:00:00,0.963,2
08/06/2016 06:00:00,0.937,2
08/06/2016 07:00:00,0.947,448
08/06/2016 08:00:00,0.95,44
08/06/2016 09:00:00,0.961,261
08/06/2016 10:00:00,0.934,476
08/06/2016 11:00:00,0.948,657
08/06/2016 12:00:00,0.95,797
08/06/2016 13:00:00,0.961,874
08/06/2016 14:00:00,1.147,900
08/06/2016 15:00:00,1.55,865
08/06/2016 16:00:00,1.332,794
08/06/2016 17:00:00,1.368,537
08/06/2016 18:00:00,1.215,270
08/06/2016 19:00:00,1.152,88
08/06/2016 20:00:00,1.371,239
08/06/2016 21:00:00,1.427,2
08/06/2016 22:00:00,1.072,2
08/06/2016 23:00:00,1.095,2
08/07/2016 00:00:00,0.937,2
08/07/2016 01:00:00,1.085,2
08/07/2016 02:00:00,1.072,2
08/07/2016 03:00:00,1.09,2
08/07/2016 04:00:00,1.103,2
08/07/2016 05:00:00,0.968,2
08/07/2016 06:00:00,0.934,116
08/07/2016 07:00:00,0.954,337
08/07/2016 08:00:00,0.96,648
08/07/2016 09:00:00,0.993,97
08/07/2016 10:00:00,1.274,435
08/07/2016 11:00:00,0.943,636
08/07/2016 12:00:00,0.95,767
08/07/2016 13:00:00,0.961,926
08/07/2016 14:00:00,0.939,777
08/07/2016 15:00:00,0.943,885
08/07/2016 16:00:00,0.95,783
08/07/2016 17:00:00,0.961,37
08/07/2016 18:00:00,0.946,230
08/07/2016 19:00:00,0.944,338
08/07/2016 20:00:00,0.943,17
08/07/2016 21:00:00,1.789,2
08/07/2016 22:00:00,2.178,2
08/07/2016 23:00:00,1.692,2
08/08/2016 00:00:00,1.467,2
08/08/2016 01:00:00,1.684,2
08/08/2016 02:00:00,1.695,227
08/08/2016 03:00:00,1.686,116
08/08/2016 04:00:00,1.652,116
08/08/2016 05:00:00,3.003,2
08/08/2016 06:00:00,2.153,2
08/08/2016 07:00:00,1.913,227
08/08/2016 08:00:00,2.622,128
08/08/2016 09:00:00,3.724,54
08/08/2016 10:00:00,4.276,307
08/08/2016 11:00:00,3.659,541
08/08/2016 12:00:00,3.491,452
08/08/2016 13:00:00,4.061,644
08/08/2016 14:00:00,3.407,816
08/08/2016 15:00:00,3.869,491
08/08/2016 16:00:00,3.379,609
08/08/2016 17:00:00,2.854,496
08/08/2016 18:00:00,2.336,27
08/08/2016 19:00:00,2.123,180
08/08/2016 20:00:00,1.98,105
08/08/2016 21:00:00,1.46,2
08/08/2016 22:00:00,1.893,2
08/08/2016 23:00:00,1.977,2
08/09/2016 00:00:00,1.431,2
08/09/2016 01:00:00,1.384,227
08/09/2016 02:00:00,1.37,116
08/09/2016 03:00:00,1.365,116
08/09/2016 04:00:00,1.375,116
08/09/2016 05:00:00,2.569,116
08/09/2016 06:00:00,1.884,116
08/09/2016 07:00:00,1.659,337
08/09/2016 08:00:00,2.932,150
08/09/2016 09:00:00,3.329,714
08/09/2016 10:00:00,3.978,162
08/09/2016 11:00:00,4.499,52
08/09/2016 12:00:00,3.983,741
08/09/2016 13:00:00,3.964,757
08/09/2016 14:00:00,4.455,904
08/09/2016 15:00:00,5.295,910
08/09/2016 16:00:00,3.908,675
08/09/2016 17:00:00,3.018,547
08/09/2016 18:00:00,2.145,165
08/09/2016 19:00:00,1.7,163
08/09/2016 20:00:00,2.046,250
08/09/2016 21:00:00,1.249,2
08/09/2016 22:00:00,1.226,2
08/09/2016 23:00:00,1.237,2
08/10/2016 00:00:00,1.059,2
08/10/2016 01:00:00,1.753,2
08/10/2016 02:00:00,1.229,2
08/10/2016 03:00:00,1.235,2
08/10/2016 04:00:00,1.242,2
08/10/2016 05:00:00,2.112,2
08/10/2016 06:00:00,2.654,2
08/10/2016 07:00:00,1.713,227
08/10/2016 08:00:00,2.8,548
08/10/2016 09:00:00,3.164,46
08/10/2016 10:00:00,4.03,196
08/10/2016 11:00:00,3.994,721
08/10/2016 12:00:00,3.065,552
08/10/2016 13:00:00,3.624,540
08/10/2016 14:00:00,4.555,223
08/10/2016 15:00:00,4.774,893
08/10/2016 16:00:00,3.621,160
08/10/2016 17:00:00,2.932,468
08/10/2016 18:00:00,2.487,402
08/10/2016 19:00:00,2.701,593
08/10/2016 20:00:00,2.747,139
08/10/2016 21:00:00,2.178,2
08/10/2016 22:00:00,1.379,2
08/10/2016 23:00:00,1.369,2
08/11/2016 00:00:00,1.615,2
08/11/2016 01:00:00,1.444,2
08/11/2016 02:00:00,1.464,2
08/11/2016 03:00:00,1.188,2
08/11/2016 04:00:00,1.087,2
08/11/2016 05:00:00,2.196,2
08/11/2016 06:00:00,1.786,116
08/11/2016 07:00:00,1.34,337
08/11/2016 08:00:00,2.967,15
08/11/2016 09:00:00,4.65,115
08/11/2016 10:00:00,4.151,208
08/11/2016 11:00:00,4.011,453
08/11/2016 12:00:00,4.017,478
08/11/2016 13:00:00,4.863,348
08/11/2016 14:00:00,4.599,355
08/11/2016 15:00:00,4.445,422
08/11/2016 16:00:00,3.597,320
08/11/2016 17:00:00,3,534
08/11/2016 18:00:00,2.053,758
08/11/2016 19:00:00,1.882,244
08/11/2016 20:00:00,1.656,13
08/11/2016 21:00:00,1.737,2
08/11/2016 22:00:00,1.381,2
08/11/2016 23:00:00,1.922,2
08/12/2016 00:00:00,1.074,2
08/12/2016 01:00:00,1.234,2
08/12/2016 02:00:00,1.25,2
08/12/2016 03:00:00,1.359,116
08/12/2016 04:00:00,1.228,2
08/12/2016 05:00:00,1.58,116
08/12/2016 06:00:00,2.51,116
08/12/2016 07:00:00,1.633,448
08/12/2016 08:00:00,2.409,183
08/12/2016 09:00:00,2.967,15
08/12/2016 10:00:00,3.487,208
08/12/2016 11:00:00,3.37,144
08/12/2016 12:00:00,4.096,330
08/12/2016 13:00:00,3.749,848
08/12/2016 14:00:00,4.065,941
08/12/2016 15:00:00,4.012,364
08/12/2016 16:00:00,3.796,776
08/12/2016 17:00:00,2.944,596
08/12/2016 18:00:00,1.402,7
08/12/2016 19:00:00,1.387,537
08/12/2016 20:00:00,1.362,72
08/12/2016 21:00:00,1.358,116
08/12/2016 22:00:00,1.384,116
08/12/2016 23:00:00,1.389,2
08/13/2016 00:00:00,1.18,2
08/13/2016 01:00:00,1.352,2
08/13/2016 02:00:00,1.382,2
08/13/2016 03:00:00,1.223,2
08/13/2016 04:00:00,0.942,2
08/13/2016 05:00:00,0.927,2
08/13/2016 06:00:00,0.959,2
08/13/2016 07:00:00,0.963,337
08/13/2016 08:00:00,0.984,393
08/13/2016 09:00:00,0.928,51
08/13/2016 10:00:00,0.956,238
08/13/2016 11:00:00,0.962,647
08/13/2016 12:00:00,0.948,855
08/13/2016 13:00:00,1.013,812
08/13/2016 14:00:00,1.287,752
08/13/2016 15:00:00,1.049,902
08/13/2016 16:00:00,1.475,336
08/13/2016 17:00:00,1.578,599
08/13/2016 18:00:00,1.067,330
08/13/2016 19:00:00,1.059,160
08/13/2016 20:00:00,1.3,404
08/13/2016 21:00:00,1.038,1
08/13/2016 22:00:00,1.15,2
08/13/2016 23:00:00,0.963,2
08/14/2016 00:00:00,0.807,2
08/14/2016 01:00:00,0.926,2
08/14/2016 02:00:00,0.959,2
08/14/2016 03:00:00,0.965,2
08/14/2016 04:00:00,0.942,116
08/14/2016 05:00:00,0.933,2
08/14/2016 06:00:00,0.953,2
08/14/2016 07:00:00,0.963,337
08/14/2016 08:00:00,0.996,30
08/14/2016 09:00:00,0.936,243
08/14/2016 10:00:00,0.959,456
08/14/2016 11:00:00,1.308,646
08/14/2016 12:00:00,1.947,800
08/14/2016 13:00:00,2.342,934
08/14/2016 14:00:00,2.013,849
08/14/2016 15:00:00,1.739,763
08/14/2016 16:00:00,2.656,771
08/14/2016 17:00:00,1.927,617
08/14/2016 18:00:00,1.613,394
08/14/2016 19:00:00,1.537,33
08/14/2016 20:00:00,1.539,471
08/14/2016 21:00:00,1.537,116
08/14/2016 22:00:00,1.188,116
08/14/2016 23:00:00,1.384,2
08/15/2016 00:00:00,1.818,116
08/15/2016 01:00:00,2.264,116
08/15/2016 02:00:00,1.68,2
08/15/2016 03:00:00,1.687,2
08/15/2016 04:00:00,1.686,2
08/15/2016 05:00:00,2.466,2
08/15/2016 06:00:00,2.501,2
08/15/2016 07:00:00,1.896,227
08/15/2016 08:00:00,3.385,27
08/15/2016 09:00:00,4.048,237
08/15/2016 10:00:00,4.455,457
08/15/2016 11:00:00,4.78,655
08/15/2016 12:00:00,4.706,828
08/15/2016 13:00:00,4.329,570
08/15/2016 14:00:00,5.104,929
08/15/2016 15:00:00,4.076,872
08/15/2016 16:00:00,3.906,749
08/15/2016 17:00:00,2.993,418
08/15/2016 18:00:00,2.259,385
08/15/2016 19:00:00,2.9,162
08/15/2016 20:00:00,2.966,117
08/15/2016 21:00:00,3.044,2
08/15/2016 22:00:00,3.389,116
08/15/2016 23:00:00,2.044,2
08/16/2016 00:00:00,1.736,2
08/16/2016 01:00:00,2.502,2
08/16/2016 02:00:00,1.876,2
08/16/2016 03:00:00,1.879,2
08/16/2016 04:00:00,1.876,116
08/16/2016 05:00:00,3.331,116
08/16/2016 06:00:00,2.677,116
08/16/2016 07:00:00,1.985,227
08/16/2016 08:00:00,3.709,349
08/16/2016 09:00:00,4.607,64
08/16/2016 10:00:00,4.856,518
08/16/2016 11:00:00,4.414,531
08/16/2016 12:00:00,4.574,514
08/16/2016 13:00:00,4.752,932
08/16/2016 14:00:00,4.572,12
08/16/2016 15:00:00,4.772,880
08/16/2016 16:00:00,4.165,761
08/16/2016 17:00:00,3.205,586
08/16/2016 18:00:00,2.883,396
08/16/2016 19:00:00,2.565,548
08/16/2016 20:00:00,3.532,17
08/16/2016 21:00:00,2.945,2
08/16/2016 22:00:00,2.531,2
08/16/2016 23:00:00,2.686,2
08/17/2016 00:00:00,1.908,2
08/17/2016 01:00:00,2.47,2
08/17/2016 02:00:00,1.894,2
08/17/2016 03:00:00,1.861,2
08/17/2016 04:00:00,1.895,2
08/17/2016 05:00:00,1.88,2
08/17/2016 06:00:00,1.89,2
08/17/2016 07:00:00,2.804,337
08/17/2016 08:00:00,4.581,25
08/17/2016 09:00:00,5.089,235
08/17/2016 10:00:00,5.837,445
08/17/2016 11:00:00,5.722,628
08/17/2016 12:00:00,5.23,764
08/17/2016 13:00:00,5.639,849
08/17/2016 14:00:00,5.694,810
08/17/2016 15:00:00,5.822,928
08/17/2016 16:00:00,5.111,538
08/17/2016 17:00:00,3.757,174
08/17/2016 18:00:00,3.245,445
08/17/2016 19:00:00,3.274,75
08/17/2016 20:00:00,2.679,615
08/17/2016 21:00:00,2.241,2
08/17/2016 22:00:00,2.576,2
08/17/2016 23:00:00,2.28,2
08/18/2016 00:00:00,2.265,2
08/18/2016 01:00:00,2.195,116
08/18/2016 02:00:00,1.869,2
08/18/2016 03:00:00,1.875,116
08/18/2016 04:00:00,1.935,116
08/18/2016 05:00:00,2.364,116
08/18/2016 06:00:00,2.678,116
08/18/2016 07:00:00,2.671,116
08/18/2016 08:00:00,4.306,813
08/18/2016 09:00:00,5.524,235
08/18/2016 10:00:00,5.566,477
08/18/2016 11:00:00,5.36,587
08/18/2016 12:00:00,5.957,623
08/18/2016 13:00:00,5.945,865
08/18/2016 14:00:00,6.062,680
08/18/2016 15:00:00,5.838,869
08/18/2016 16:00:00,5.229,109
08/18/2016 17:00:00,3.744,254
08/18/2016 18:00:00,3.367,458
08/18/2016 19:00:00,3.048,98
08/18/2016 20:00:00,2.829,39
08/18/2016 21:00:00,2.804,2
08/18/2016 22:00:00,2.589,2
08/18/2016 23:00:00,2.205,116
08/19/2016 00:00:00,1.734,2
08/19/2016 01:00:00,1.933,2
08/19/2016 02:00:00,1.259,2
08/19/2016 03:00:00,1.076,2
08/19/2016 04:00:00,0.963,2
08/19/2016 05:00:00,0.968,2
08/19/2016 06:00:00,0.972,2
08/19/2016 07:00:00,2.233,227
08/19/2016 08:00:00,4.489,944
08/19/2016 09:00:00,5.257,66
08/19/2016 10:00:00,6.243,224
08/19/2016 11:00:00,5.81,237
08/19/2016 12:00:00,4.89,698
08/19/2016 13:00:00,5.448,752
08/19/2016 14:00:00,5.743,912
08/19/2016 15:00:00,5.876,879
08/19/2016 16:00:00,5.085,31
08/19/2016 17:00:00,2.967,493
08/19/2016 18:00:00,2.465,51
08/19/2016 19:00:00,1.39,471
08/19/2016 20:00:00,1.402,293
08/19/2016 21:00:00,1.378,2
08/19/2016 22:00:00,1.248,116
08/19/2016 23:00:00,1.254,2
08/20/2016 00:00:00,1.07,116
08/20/2016 01:00:00,1.274,2
08/20/2016 02:00:00,1.198,2
08/20/2016 03:00:00,0.961,116
08/20/2016 04:00:00,0.97,116
08/20/2016 05:00:00,1.474,2
08/20/2016 06:00:00,1.835,2
08/20/2016 07:00:00,1.567,227
08/20/2016 08:00:00,1.557,349
08/20/2016 09:00:00,1.587,141
08/20/2016 10:00:00,1.66,478
08/20/2016 11:00:00,1.959,641
08/20/2016 12:00:00,1.997,793
08/20/2016 13:00:00,2.476,828
08/20/2016 14:00:00,2.006,221
08/20/2016 15:00:00,1.911,60
08/20/2016 16:00:00,1.89,790
08/20/2016 17:00:00,1.803,569
08/20/2016 18:00:00,1.978,308
08/20/2016 19:00:00,1.142,22
08/20/2016 20:00:00,1.239,780
08/20/2016 21:00:00,0.968,2
08/20/2016 22:00:00,0.984,2
08/20/2016 23:00:00,0.968,2
08/21/2016 00:00:00,0.816,2
08/21/2016 01:00:00,0.971,2
08/21/2016 02:00:00,0.977,116
08/21/2016 03:00:00,0.973,116
08/21/2016 04:00:00,0.956,2
08/21/2016 05:00:00,0.968,2
08/21/2016 06:00:00,0.975,116
08/21/2016 07:00:00,0.971,116
08/21/2016 08:00:00,0.956,866
08/21/2016 09:00:00,0.976,191
08/21/2016 10:00:00,0.967,423
08/21/2016 11:00:00,0.975,623
08/21/2016 12:00:00,0.96,741
08/21/2016 13:00:00,0.969,742
08/21/2016 14:00:00,1.013,591
08/21/2016 15:00:00,1.012,875
08/21/2016 16:00:00,0.962,46
08/21/2016 17:00:00,0.968,23
08/21/2016 18:00:00,0.972,165
08/21/2016 19:00:00,0.975,85
08/21/2016 20:00:00,0.95,228
08/21/2016 21:00:00,1.035,2
08/21/2016 22:00:00,2.064,2
08/21/2016 23:00:00,2.142,2
08/22/2016 00:00:00,2.319,2
08/22/2016 01:00:00,2.62,2
08/22/2016 02:00:00,2.458,2
08/22/2016 03:00:00,2.187,116
08/22/2016 04:00:00,2.216,2
08/22/2016 05:00:00,2.872,2
08/22/2016 06:00:00,3.018,2
08/22/2016 07:00:00,3.175,227
08/22/2016 08:00:00,4.648,834
08/22/2016 09:00:00,5.182,246
08/22/2016 10:00:00,5.739,486
08/22/2016 11:00:00,6.004,508
08/22/2016 12:00:00,6.031,424
08/22/2016 13:00:00,6.206,700
08/22/2016 14:00:00,6.155,861
08/22/2016 15:00:00,6.03,588
08/22/2016 16:00:00,5.813,801
08/22/2016 17:00:00,5.662,566
08/22/2016 18:00:00,4.938,246
08/22/2016 19:00:00,5.118,124
08/22/2016 20:00:00,3.987,150
08/22/2016 21:00:00,3.006,2
08/22/2016 22:00:00,3.017,2
08/22/2016 23:00:00,2.515,2
08/23/2016 00:00:00,2.293,2
08/23/2016 01:00:00,2.7,2
08/23/2016 02:00:00,1.988,2
08/23/2016 03:00:00,1.969,2
08/23/2016 04:00:00,1.987,2
08/23/2016 05:00:00,2.266,2
08/23/2016 06:00:00,2.04,2
08/23/2016 07:00:00,2.587,116
08/23/2016 08:00:00,4.842,905
08/23/2016 09:00:00,5.531,98
08/23/2016 10:00:00,5.714,364
08/23/2016 11:00:00,5.216,669
08/23/2016 12:00:00,6.174,674
08/23/2016 13:00:00,6.28,783
08/23/2016 14:00:00,6.329,940
08/23/2016 15:00:00,6.022,272
08/23/2016 16:00:00,5.523,467
08/23/2016 17:00:00,5.095,605
08/23/2016 18:00:00,4.719,249
08/23/2016 19:00:00,4.263,97
08/23/2016 20:00:00,3.441,83
08/23/2016 21:00:00,3,2
08/23/2016 22:00:00,2.728,2
08/23/2016 23:00:00,2.565,2
08/24/2016 00:00:00,1.987,2
08/24/2016 01:00:00,2.737,2
08/24/2016 02:00:00,2.314,2
08/24/2016 03:00:00,1.975,2
08/24/2016 04:00:00,1.999,2
08/24/2016 05:00:00,2.284,2
08/24/2016 06:00:00,2.188,2
08/24/2016 07:00:00,2.854,116
08/24/2016 08:00:00,5.041,116
08/24/2016 09:00:00,5.17,227
08/24/2016 10:00:00,6.166,83
08/24/2016 11:00:00,7.015,42
08/24/2016 12:00:00,6.962,154
08/24/2016 13:00:00,6.482,225
08/24/2016 14:00:00,6.766,319
08/24/2016 15:00:00,6.549,364
08/24/2016 16:00:00,5.589,680
08/24/2016 17:00:00,4.979,442
08/24/2016 18:00:00,4.686,157
08/24/2016 19:00:00,5.156,109
08/24/2016 20:00:00,5.078,61
08/24/2016 21:00:00,4.65,2
08/24/2016 22:00:00,4.371,2
08/24/2016 23:00:00,3.407,2
08/25/2016 00:00:00,1.914,2
08/25/2016 01:00:00,2.658,2
08/25/2016 02:00:00,2.306,2
